PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,FamilySize,IsAlone,AgeGroup
539,0,3,male,28.0,0,0,S,1,1,Adult
540,1,1,female,22.0,0,2,C,3,0,Young
541,1,1,female,36.0,0,2,S,3,0,Adult
542,0,3,female,9.0,4,2,S,7,0,Child
543,0,3,female,11.0,4,2,S,7,0,Child
544,1,2,male,32.0,1,0,S,2,0,Adult
545,0,1,male,50.0,1,0,C,2,0,Adult
546,0,1,male,64.0,0,0,S,1,1,Adult
547,1,2,female,19.0,1,0,S,2,0,Young
548,1,2,male,28.0,0,0,C,1,1,Adult
549,0,3,male,33.0,1,1,S,3,0,Adult
550,1,2,male,8.0,1,1,S,3,0,Child
551,1,1,male,17.0,0,2,C,3,0,Young
552,0,2,male,27.0,0,0,S,1,1,Adult
553,0,3,male,28.0,0,0,Q,1,1,Adult
554,1,3,male,22.0,0,0,C,1,1,Young
555,1,3,female,22.0,0,0,S,1,1,Young
556,0,1,male,62.0,0,0,S,1,1,Adult
557,1,1,female,48.0,1,0,C,2,0,Adult
558,0,1,male,28.0,0,0,C,1,1,Adult
559,1,1,female,39.0,1,1,S,3,0,Adult
560,1,3,female,36.0,1,0,S,2,0,Adult
561,0,3,male,28.0,0,0,Q,1,1,Adult
562,0,3,male,40.0,0,0,S,1,1,Adult
563,0,2,male,28.0,0,0,S,1,1,Adult
564,0,3,male,28.0,0,0,S,1,1,Adult
565,0,3,female,28.0,0,0,S,1,1,Adult
566,0,3,male,24.0,2,0,S,3,0,Young
567,0,3,male,19.0,0,0,S,1,1,Young
568,0,3,female,29.0,0,4,S,5,0,Adult
569,0,3,male,28.0,0,0,C,1,1,Adult
570,1,3,male,32.0,0,0,S,1,1,Adult
571,1,2,male,62.0,0,0,S,1,1,Adult
572,1,1,female,53.0,2,0,S,3,0,Adult
573,1,1,male,36.0,0,0,S,1,1,Adult
574,1,3,female,28.0,0,0,Q,1,1,Adult
575,0,3,male,16.0,0,0,S,1,1,Young
576,0,3,male,19.0,0,0,S,1,1,Young
577,1,2,female,34.0,0,0,S,1,1,Adult
578,1,1,female,39.0,1,0,S,2,0,Adult
579,0,3,female,28.0,1,0,C,2,0,Adult
580,1,3,male,32.0,0,0,S,1,1,Adult
581,1,2,female,25.0,1,1,S,3,0,Adult
582,1,1,female,39.0,1,1,C,3,0,Adult
583,0,2,male,54.0,0,0,S,1,1,Adult
584,0,1,male,36.0,0,0,C,1,1,Adult
585,0,3,male,28.0,0,0,C,1,1,Adult
586,1,1,female,18.0,0,2,S,3,0,Young
587,0,2,male,47.0,0,0,S,1,1,Adult
588,1,1,male,60.0,1,1,C,3,0,Adult
589,0,3,male,22.0,0,0,S,1,1,Young
590,0,3,male,28.0,0,0,S,1,1,Adult
591,0,3,male,35.0,0,0,S,1,1,Adult
592,1,1,female,52.0,1,0,C,2,0,Adult
593,0,3,male,47.0,0,0,S,1,1,Adult
594,0,3,female,28.0,0,2,Q,3,0,Adult
595,0,2,male,37.0,1,0,S,2,0,Adult
596,0,3,male,36.0,1,1,S,3,0,Adult
597,1,2,female,28.0,0,0,S,1,1,Adult
598,0,3,male,49.0,0,0,S,1,1,Adult
599,0,3,male,28.0,0,0,C,1,1,Adult
600,1,1,male,49.0,1,0,C,2,0,Adult
601,1,2,female,24.0,2,1,S,4,0,Young
602,0,3,male,28.0,0,0,S,1,1,Adult
603,0,1,male,28.0,0,0,S,1,1,Adult
604,0,3,male,44.0,0,0,S,1,1,Adult
605,1,1,male,35.0,0,0,C,1,1,Adult
606,0,3,male,36.0,1,0,S,2,0,Adult
607,0,3,male,30.0,0,0,S,1,1,Adult
608,1,1,male,27.0,0,0,S,1,1,Adult
609,1,2,female,22.0,1,2,C,4,0,Young
610,1,1,female,40.0,0,0,S,1,1,Adult
611,0,3,female,39.0,1,5,S,7,0,Adult
612,0,3,male,28.0,0,0,S,1,1,Adult
613,1,3,female,28.0,1,0,Q,2,0,Adult
614,0,3,male,28.0,0,0,Q,1,1,Adult
615,0,3,male,35.0,0,0,S,1,1,Adult
616,1,2,female,24.0,1,2,S,4,0,Young
617,0,3,male,34.0,1,1,S,3,0,Adult
618,0,3,female,26.0,1,0,S,2,0,Adult
619,1,2,female,4.0,2,1,S,4,0,Child
620,0,2,male,26.0,0,0,S,1,1,Adult
621,0,3,male,27.0,1,0,C,2,0,Adult
622,1,1,male,42.0,1,0,S,2,0,Adult
623,1,3,male,20.0,1,1,C,3,0,Young
624,0,3,male,21.0,0,0,S,1,1,Young
625,0,3,male,21.0,0,0,S,1,1,Young
626,0,1,male,61.0,0,0,S,1,1,Adult
627,0,2,male,57.0,0,0,Q,1,1,Adult
628,1,1,female,21.0,0,0,S,1,1,Young
629,0,3,male,26.0,0,0,S,1,1,Adult
630,0,3,male,28.0,0,0,Q,1,1,Adult
631,1,1,male,80.0,0,0,S,1,1,Senior
632,0,3,male,51.0,0,0,S,1,1,Adult
633,1,1,male,32.0,0,0,C,1,1,Adult
634,0,1,male,28.0,0,0,S,1,1,Adult
635,0,3,female,9.0,3,2,S,6,0,Child
636,1,2,female,28.0,0,0,S,1,1,Adult
637,0,3,male,32.0,0,0,S,1,1,Adult
638,0,2,male,31.0,1,1,S,3,0,Adult
639,0,3,female,41.0,0,5,S,6,0,Adult
640,0,3,male,28.0,1,0,S,2,0,Adult
641,0,3,male,20.0,0,0,S,1,1,Young
642,1,1,female,24.0,0,0,C,1,1,Young
643,0,3,female,2.0,3,2,S,6,0,Child
644,1,3,male,28.0,0,0,S,1,1,Adult
645,1,3,female,0.75,2,1,C,4,0,Child
646,1,1,male,48.0,1,0,C,2,0,Adult
647,0,3,male,19.0,0,0,S,1,1,Young
648,1,1,male,56.0,0,0,C,1,1,Adult
649,0,3,male,28.0,0,0,S,1,1,Adult
650,1,3,female,23.0,0,0,S,1,1,Young
651,0,3,male,28.0,0,0,S,1,1,Adult
652,1,2,female,18.0,0,1,S,2,0,Young
653,0,3,male,21.0,0,0,S,1,1,Young
654,1,3,female,28.0,0,0,Q,1,1,Adult
655,0,3,female,18.0,0,0,Q,1,1,Young
656,0,2,male,24.0,2,0,S,3,0,Young
657,0,3,male,28.0,0,0,S,1,1,Adult
658,0,3,female,32.0,1,1,Q,3,0,Adult
659,0,2,male,23.0,0,0,S,1,1,Young
660,0,1,male,58.0,0,2,C,3,0,Adult
661,1,1,male,50.0,2,0,S,3,0,Adult
662,0,3,male,40.0,0,0,C,1,1,Adult
663,0,1,male,47.0,0,0,S,1,1,Adult
664,0,3,male,36.0,0,0,S,1,1,Adult
665,1,3,male,20.0,1,0,S,2,0,Young
666,0,2,male,32.0,2,0,S,3,0,Adult
667,0,2,male,25.0,0,0,S,1,1,Adult
668,0,3,male,28.0,0,0,S,1,1,Adult
669,0,3,male,43.0,0,0,S,1,1,Adult
670,1,1,female,28.0,1,0,S,2,0,Adult
671,1,2,female,40.0,1,1,S,3,0,Adult
672,0,1,male,31.0,1,0,S,2,0,Adult
673,0,2,male,70.0,0,0,S,1,1,Senior
674,1,2,male,31.0,0,0,S,1,1,Adult
675,0,2,male,28.0,0,0,S,1,1,Adult
676,0,3,male,18.0,0,0,S,1,1,Young
677,0,3,male,24.5,0,0,S,1,1,Adult
678,1,3,female,18.0,0,0,S,1,1,Young
679,0,3,female,43.0,1,6,S,8,0,Adult
680,1,1,male,36.0,0,1,C,2,0,Adult
681,0,3,female,28.0,0,0,Q,1,1,Adult
682,1,1,male,27.0,0,0,C,1,1,Adult
683,0,3,male,20.0,0,0,S,1,1,Young
684,0,3,male,14.0,5,2,S,8,0,Child
685,0,2,male,60.0,1,1,S,3,0,Adult
686,0,2,male,25.0,1,2,C,4,0,Adult
687,0,3,male,14.0,4,1,S,6,0,Child
688,0,3,male,19.0,0,0,S,1,1,Young
689,0,3,male,18.0,0,0,S,1,1,Young
690,1,1,female,15.0,0,1,S,2,0,Young
691,1,1,male,31.0,1,0,S,2,0,Adult
692,1,3,female,4.0,0,1,C,2,0,Child
693,1,3,male,28.0,0,0,S,1,1,Adult
694,0,3,male,25.0,0,0,C,1,1,Adult
695,0,1,male,60.0,0,0,S,1,1,Adult
696,0,2,male,52.0,0,0,S,1,1,Adult
697,0,3,male,44.0,0,0,S,1,1,Adult
698,1,3,female,28.0,0,0,Q,1,1,Adult
699,0,1,male,49.0,1,1,C,3,0,Adult
700,0,3,male,42.0,0,0,S,1,1,Adult
701,1,1,female,18.0,1,0,C,2,0,Young
702,1,1,male,35.0,0,0,S,1,1,Adult
703,0,3,female,18.0,0,1,C,2,0,Young
704,0,3,male,25.0,0,0,Q,1,1,Adult
705,0,3,male,26.0,1,0,S,2,0,Adult
706,0,2,male,39.0,0,0,S,1,1,Adult
707,1,2,female,45.0,0,0,S,1,1,Adult
708,1,1,male,42.0,0,0,S,1,1,Adult
709,1,1,female,22.0,0,0,S,1,1,Young
710,1,3,male,28.0,1,1,C,3,0,Adult
711,1,1,female,24.0,0,0,C,1,1,Young
712,0,1,male,28.0,0,0,S,1,1,Adult
713,1,1,male,48.0,1,0,S,2,0,Adult
714,0,3,male,29.0,0,0,S,1,1,Adult
715,0,2,male,52.0,0,0,S,1,1,Adult
716,0,3,male,19.0,0,0,S,1,1,Young
717,1,1,female,38.0,0,0,C,1,1,Adult
718,1,2,female,27.0,0,0,S,1,1,Adult
719,0,3,male,28.0,0,0,Q,1,1,Adult
720,0,3,male,33.0,0,0,S,1,1,Adult
721,1,2,female,6.0,0,1,S,2,0,Child
722,0,3,male,17.0,1,0,S,2,0,Young
723,0,2,male,34.0,0,0,S,1,1,Adult
724,0,2,male,50.0,0,0,S,1,1,Adult
725,1,1,male,27.0,1,0,S,2,0,Adult
726,0,3,male,20.0,0,0,S,1,1,Young
727,1,2,female,30.0,3,0,S,4,0,Adult
728,1,3,female,28.0,0,0,Q,1,1,Adult
729,0,2,male,25.0,1,0,S,2,0,Adult
730,0,3,female,25.0,1,0,S,2,0,Adult
731,1,1,female,29.0,0,0,S,1,1,Adult
732,0,3,male,11.0,0,0,C,1,1,Child
733,0,2,male,28.0,0,0,S,1,1,Adult
734,0,2,male,23.0,0,0,S,1,1,Young
735,0,2,male,23.0,0,0,S,1,1,Young
736,0,3,male,28.5,0,0,S,1,1,Adult
737,0,3,female,48.0,1,3,S,5,0,Adult
738,1,1,male,35.0,0,0,C,1,1,Adult
739,0,3,male,28.0,0,0,S,1,1,Adult
740,0,3,male,28.0,0,0,S,1,1,Adult
741,1,1,male,28.0,0,0,S,1,1,Adult
742,0,1,male,36.0,1,0,S,2,0,Adult
743,1,1,female,21.0,2,2,C,5,0,Young
744,0,3,male,24.0,1,0,S,2,0,Young
745,1,3,male,31.0,0,0,S,1,1,Adult
746,0,1,male,70.0,1,1,S,3,0,Senior
747,0,3,male,16.0,1,1,S,3,0,Young
748,1,2,female,30.0,0,0,S,1,1,Adult
749,0,1,male,19.0,1,0,S,2,0,Young
750,0,3,male,31.0,0,0,Q,1,1,Adult
751,1,2,female,4.0,1,1,S,3,0,Child
752,1,3,male,6.0,0,1,S,2,0,Child
753,0,3,male,33.0,0,0,S,1,1,Adult
754,0,3,male,23.0,0,0,S,1,1,Young
755,1,2,female,48.0,1,2,S,4,0,Adult
756,1,2,male,0.67,1,1,S,3,0,Child
757,0,3,male,28.0,0,0,S,1,1,Adult
758,0,2,male,18.0,0,0,S,1,1,Young
759,0,3,male,34.0,0,0,S,1,1,Adult
760,1,1,female,33.0,0,0,S,1,1,Adult
761,0,3,male,28.0,0,0,S,1,1,Adult
762,0,3,male,41.0,0,0,S,1,1,Adult
763,1,3,male,20.0,0,0,C,1,1,Young
764,1,1,female,36.0,1,2,S,4,0,Adult
765,0,3,male,16.0,0,0,S,1,1,Young
766,1,1,female,51.0,1,0,S,2,0,Adult
767,0,1,male,28.0,0,0,C,1,1,Adult
768,0,3,female,30.5,0,0,Q,1,1,Adult
769,0,3,male,28.0,1,0,Q,2,0,Adult
770,0,3,male,32.0,0,0,S,1,1,Adult
771,0,3,male,24.0,0,0,S,1,1,Young
772,0,3,male,48.0,0,0,S,1,1,Adult
773,0,2,female,57.0,0,0,S,1,1,Adult
774,0,3,male,28.0,0,0,C,1,1,Adult
775,1,2,female,54.0,1,3,S,5,0,Adult
776,0,3,male,18.0,0,0,S,1,1,Young
777,0,3,male,28.0,0,0,Q,1,1,Adult
778,1,3,female,5.0,0,0,S,1,1,Child
779,0,3,male,28.0,0,0,Q,1,1,Adult
780,1,1,female,43.0,0,1,S,2,0,Adult
781,1,3,female,13.0,0,0,C,1,1,Child
782,1,1,female,17.0,1,0,S,2,0,Young
783,0,1,male,29.0,0,0,S,1,1,Adult
784,0,3,male,28.0,1,2,S,4,0,Adult
785,0,3,male,25.0,0,0,S,1,1,Adult
786,0,3,male,25.0,0,0,S,1,1,Adult
787,1,3,female,18.0,0,0,S,1,1,Young
788,0,3,male,8.0,4,1,Q,6,0,Child
789,1,3,male,1.0,1,2,S,4,0,Child
790,0,1,male,46.0,0,0,C,1,1,Adult
791,0,3,male,28.0,0,0,Q,1,1,Adult
792,0,2,male,16.0,0,0,S,1,1,Young
793,0,3,female,28.0,8,2,S,11,0,Adult
794,0,1,male,28.0,0,0,C,1,1,Adult
795,0,3,male,25.0,0,0,S,1,1,Adult
796,0,2,male,39.0,0,0,S,1,1,Adult
797,1,1,female,49.0,0,0,S,1,1,Adult
798,1,3,female,31.0,0,0,S,1,1,Adult
799,0,3,male,30.0,0,0,C,1,1,Adult
800,0,3,female,30.0,1,1,S,3,0,Adult
801,0,2,male,34.0,0,0,S,1,1,Adult
802,1,2,female,31.0,1,1,S,3,0,Adult
803,1,1,male,11.0,1,2,S,4,0,Child
804,1,3,male,0.42,0,1,C,2,0,Child
805,1,3,male,27.0,0,0,S,1,1,Adult
806,0,3,male,31.0,0,0,S,1,1,Adult
807,0,1,male,39.0,0,0,S,1,1,Adult
808,0,3,female,18.0,0,0,S,1,1,Young
809,0,2,male,39.0,0,0,S,1,1,Adult
810,1,1,female,33.0,1,0,S,2,0,Adult
811,0,3,male,26.0,0,0,S,1,1,Adult
812,0,3,male,39.0,0,0,S,1,1,Adult
813,0,2,male,35.0,0,0,S,1,1,Adult
814,0,3,female,6.0,4,2,S,7,0,Child
815,0,3,male,30.5,0,0,S,1,1,Adult
816,0,1,male,28.0,0,0,S,1,1,Adult
817,0,3,female,23.0,0,0,S,1,1,Young
818,0,2,male,31.0,1,1,C,3,0,Adult
819,0,3,male,43.0,0,0,S,1,1,Adult
820,0,3,male,10.0,3,2,S,6,0,Child
821,1,1,female,52.0,1,1,S,3,0,Adult
822,1,3,male,27.0,0,0,S,1,1,Adult
823,0,1,male,38.0,0,0,S,1,1,Adult
824,1,3,female,27.0,0,1,S,2,0,Adult
825,0,3,male,2.0,4,1,S,6,0,Child
826,0,3,male,28.0,0,0,Q,1,1,Adult
827,0,3,male,28.0,0,0,S,1,1,Adult
828,1,2,male,1.0,0,2,C,3,0,Child
829,1,3,male,28.0,0,0,Q,1,1,Adult
830,1,1,female,62.0,0,0,S,1,1,Adult
831,1,3,female,15.0,1,0,C,2,0,Young
832,1,2,male,0.83,1,1,S,3,0,Child
833,0,3,male,28.0,0,0,C,1,1,Adult
834,0,3,male,23.0,0,0,S,1,1,Young
835,0,3,male,18.0,0,0,S,1,1,Young
836,1,1,female,39.0,1,1,C,3,0,Adult
837,0,3,male,21.0,0,0,S,1,1,Young
838,0,3,male,28.0,0,0,S,1,1,Adult
839,1,3,male,32.0,0,0,S,1,1,Adult
840,1,1,male,28.0,0,0,C,1,1,Adult
841,0,3,male,20.0,0,0,S,1,1,Young
842,0,2,male,16.0,0,0,S,1,1,Young
843,1,1,female,30.0,0,0,C,1,1,Adult
844,0,3,male,34.5,0,0,C,1,1,Adult
845,0,3,male,17.0,0,0,S,1,1,Young
846,0,3,male,42.0,0,0,S,1,1,Adult
847,0,3,male,28.0,8,2,S,11,0,Adult
848,0,3,male,35.0,0,0,C,1,1,Adult
849,0,2,male,28.0,0,1,S,2,0,Adult
850,1,1,female,28.0,1,0,C,2,0,Adult
851,0,3,male,4.0,4,2,S,7,0,Child
852,0,3,male,74.0,0,0,S,1,1,Senior
853,0,3,female,9.0,1,1,C,3,0,Child
854,1,1,female,16.0,0,1,S,2,0,Young
855,0,2,female,44.0,1,0,S,2,0,Adult
856,1,3,female,18.0,0,1,S,2,0,Young
857,1,1,female,45.0,1,1,S,3,0,Adult
858,1,1,male,51.0,0,0,S,1,1,Adult
859,1,3,female,24.0,0,3,C,4,0,Young
860,0,3,male,28.0,0,0,C,1,1,Adult
861,0,3,male,41.0,2,0,S,3,0,Adult
862,0,2,male,21.0,1,0,S,2,0,Young
863,1,1,female,48.0,0,0,S,1,1,Adult
864,0,3,female,28.0,8,2,S,11,0,Adult
865,0,2,male,24.0,0,0,S,1,1,Young
866,1,2,female,42.0,0,0,S,1,1,Adult
867,1,2,female,27.0,1,0,C,2,0,Adult
868,0,1,male,31.0,0,0,S,1,1,Adult
869,0,3,male,28.0,0,0,S,1,1,Adult
870,1,3,male,4.0,1,1,S,3,0,Child
871,0,3,male,26.0,0,0,S,1,1,Adult
872,1,1,female,47.0,1,1,S,3,0,Adult
873,0,1,male,33.0,0,0,S,1,1,Adult
874,0,3,male,47.0,0,0,S,1,1,Adult
875,1,2,female,28.0,1,0,C,2,0,Adult
876,1,3,female,15.0,0,0,C,1,1,Young
877,0,3,male,20.0,0,0,S,1,1,Young
878,0,3,male,19.0,0,0,S,1,1,Young
879,0,3,male,28.0,0,0,S,1,1,Adult
880,1,1,female,56.0,0,1,C,2,0,Adult
881,1,2,female,25.0,0,1,S,2,0,Adult
882,0,3,male,33.0,0,0,S,1,1,Adult
883,0,3,female,22.0,0,0,S,1,1,Young
884,0,2,male,28.0,0,0,S,1,1,Adult
885,0,3,male,25.0,0,0,S,1,1,Adult
886,0,3,female,39.0,0,5,Q,6,0,Adult
887,0,2,male,27.0,0,0,S,1,1,Adult
888,1,1,female,19.0,0,0,S,1,1,Young
889,0,3,female,28.0,1,2,S,4,0,Adult
890,1,1,male,26.0,0,0,C,1,1,Adult
891,0,3,male,32.0,0,0,Q,1,1,Adult
